id,name,type,category,phone,address,city,county,website,verified,events,tier,refresh_frequency,source_file,last_updated
31618e9a,3S GUN SALES,"Gun Store, FFL Dealer",retail,2083394907,"5131 N FOX RUN WAY, MERIDIAN, ID",MERIDIAN,Ada,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
ddbd6b12,3S Gun Sales,"Gun Store, FFL Dealer",retail,N/A,"5131 N Fox Run Way, Meridian, ID 83646",Meridian,Ada,,true,,1,daily,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.157Z
722c6e61,4-H Archery Indoor Buckle Up Shoot,Archery Event,retail,N/A,Payette County,Payette,Payette,uidaho.edu,false,,2,weekly,docs/payette_county_clubs_ranges_schools_events.csv,2025-08-18T23:40:42.163Z
9d800d6f,43RD STATE ARMORY LLC,"Gun Store, FFL Dealer",retail,2086141910,"21361 SHADY RIVER LN, CALDWELL, ID",CALDWELL,Canyon,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
89ac1d89,43rd State Armory LLC,Gun Manufacturer,retail,N/A,"21361 Shady River Ln, Caldwell, ID 83607",Caldwell,Canyon,,true,,2,weekly,docs/canyon_county_gun_stores_only.csv,2025-08-18T23:40:42.159Z
7e6298c9,4R CUSTOM WELDING & REPAIR,FFL Dealer,retail,2088800107,"2626 OLD DUMP RD, HOMEDALE, ID",HOMEDALE,Unknown,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
77f873ff,52 TACTICAL LLC,"Gun Store, FFL Dealer",retail,2085155011,"8192 FOUNTAIN BROOK ST, MIDDLETON, ID",MIDDLETON,Canyon,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
ccf6332b,52 Tactical LLC,"Gun Store, FFL Dealer",retail,N/A,"8192 Fountain Brook St, Middleton, ID 83644",Middleton,Canyon,,true,,2,weekly,docs/canyon_county_gun_stores_only.csv,2025-08-18T23:40:42.159Z
df2d321e,66 PRODUCTIONS LLC,Gun Manufacturer,retail,2086310415,"5034 N BAYLOR LANE, MERIDIAN, ID",MERIDIAN,Ada,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
a86d639b,66 Productions LLC,Gun Manufacturer,retail,N/A,"5034 N Baylor Lane, Meridian, ID 83646",Meridian,Ada,,true,,2,weekly,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.157Z
64058b36,6B Enterprises,"Gun Store, FFL Dealer",retail,208-515-4848,"15 Janet Dr, Boise, ID 83716",Boise,Ada,,true,,1,daily,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.157Z
87142e17,A PHILS REPAIR SERVICE,FFL Dealer,retail,2816307398,"8729 HWY 44, MIDDLETON, ID",MIDDLETON,Canyon,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
d7d7e648,ACCURA OUTDOORS,Gun Manufacturer,retail,2084669975,"2316 E RAILROAD ST, NAMPA, ID",NAMPA,Canyon,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
09521ec2,ACM ENTERPRISES LLC,Gun Manufacturer,retail,2088450830,"507 E 47TH ST SUITE 100, GARDEN CITY, ID",GARDEN CITY,Unknown,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
dd7e10f0,ADA ARMAMENTS,Gun Manufacturer,retail,2088636869,"7305 S GLENRIDGE VIEW DR, BOISE, ID",BOISE,Ada,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
0e2892a5,ADTAC,Gun Manufacturer,retail,2084428000,"2102 NORTH DEVLIN WAY, NAMPA, ID",NAMPA,Canyon,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
56c20a11,AGENCY ARMS LLC,Gun Manufacturer,retail,8054824414,"4006 E LINDEN ST, CALDWELL, ID",CALDWELL,Canyon,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
56c20a11,AGENCY ARMS LLC,FFL Dealer,retail,8054824414,"4006 E LINDEN ST, CALDWELL, ID",CALDWELL,Canyon,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
7f6c99a3,AJK INDUSTRIES LLC,Gun Manufacturer,retail,2085048130,"22470 BIG LOON WAY, CALDWELL, ID",CALDWELL,Canyon,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
316899b7,AL'S SPORTING GOODS,FFL Dealer,retail,2088017494,"1301 N MILWAUKEE ST, BOISE, ID",BOISE,Ada,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
4848ac18,ALL IN ONE HOLDINGS LLC,FFL Dealer,retail,2083532104,"2298 N HOSE GULCH AVE, KUNA, ID",KUNA,Ada,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
b8a36ba9,ALLAN'S AUTOMOTIVE,FFL Dealer,retail,2083453421,"211 W 40TH STREET, GARDEN CITY, ID",GARDEN CITY,Unknown,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
80999f09,ALLTERRA ARMS / ALLTERRA,Gun Manufacturer,retail,2086085179,"6898 SUPPLY WAY STE 100, BOISE, ID",BOISE,Ada,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
62516ff9,ALPHA OMEGA SERVICES LLC,FFL Dealer,retail,2084653577,"2809 GARRITY BLVD, NAMPA, ID",NAMPA,Canyon,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
c0df41f8,ALS PAWN AND GUN INC,"Gun Store, FFL Dealer",retail,2084548038,"5602 CLEVELAND BLVD, CALDWELL, ID",CALDWELL,Canyon,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
4b41ae5d,AMERICAN RESERVE MUNITIONS LLC,Gun Manufacturer,retail,2089173045,"3601 W CHINDEN BLVD, BOISE, ID",BOISE,Ada,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
1d4a0c84,AMERICAN UPLAND/AUI,FFL Dealer,retail,6052164880,"2837 NW 11TH AVE, MERIDIAN, ID",MERIDIAN,Ada,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
1ce56f32,AMERICAN X AMMUNITION INC,FFL Dealer,retail,2089495036,"29758 MARKET RD, CALDWELL, ID",CALDWELL,Canyon,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
7bb82fba,"AMMOSMITH, LLC",FFL Dealer,retail,2083196598,"3515 E CONGRESSIONAL DR, MERIDIAN, ID",MERIDIAN,Ada,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
d7543cd3,AMMOSQUARED INC,FFL Dealer,retail,2089960450,"3630 E COMSTOCK AVE, NAMPA, ID",NAMPA,Canyon,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
a306259f,"APEX PRECISION, LLC",Gun Manufacturer,retail,5628226400,"565 LOS LUCEROS DR, EAGLE, ID",EAGLE,Ada,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
b5789081,ARCAN CONSULTING GROUP LLC,FFL Dealer,retail,7148580517,"1672 E FATHOM ST, MERIDIAN, ID",MERIDIAN,Ada,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
45360208,ARMA15,Gun Manufacturer,retail,2103879797,"801 LOS LUCEROS DR, EAGLE, ID",EAGLE,Ada,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
22b13d3f,ATI-ADAPTIVE TECHNOLOGIES INCORPORATED,Gun Manufacturer,retail,2084671000,"1910 E KARCHER RD, NAMPA, ID",NAMPA,Canyon,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
bc0a682c,ATI-Adaptive Technologies Inc,Gun Manufacturer,retail,N/A,"1910 E Karcher Rd, Nampa, ID 83687",Nampa,Canyon,,true,,2,weekly,docs/canyon_county_gun_stores_only.csv,2025-08-18T23:40:42.159Z
da379c79,ATS SALES,Gun Manufacturer,retail,2082862013,"3374 S ASHBURY PL, BOISE, ID",BOISE,Ada,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
0696afd4,ATS Sales,"Gun Store, FFL Dealer",retail,208-286-2013,"3374 S Ashbury Pl, Boise, ID 83706",Boise,Ada,,true,,1,daily,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.157Z
f30c32f1,AUTOMATIC WEAPONS COMPANY,Gun Manufacturer,retail,2089382173,"15005 N MCFARLAND CREEK RD #B, BOISE, ID",BOISE,Ada,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
830101ad,"AVERETT, BRIAN C",FFL Dealer,retail,2084677788,"408 1/2 E CAROL ST, NAMPA, ID",NAMPA,Canyon,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
a2a1df14,AVIATION SPECIALTIES UNLIMITED INC,FFL Dealer,retail,2084268117,"4632 WEST AERONCA ST, BOISE, ID",BOISE,Ada,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
3c636707,Accura Outdoors,"Gun Store, Manufacturer",retail,N/A,"2316 E Railroad St, Nampa, ID 83687",Nampa,Canyon,,true,,1,daily,docs/canyon_county_gun_stores_only.csv,2025-08-18T23:40:42.158Z
44183124,Activity Investments LLC,Gun Manufacturer,retail,N/A,"10183 West Wyatt Earp Drive, Star, ID 83669",Star,Ada,,true,,3,monthly,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.157Z
30bd9d70,Ada Armaments,Gun Manufacturer,retail,N/A,"7305 S Glenridge View Dr, Boise, ID 83709",Boise,Ada,,true,,2,weekly,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.153Z
81bac359,Agency Arms LLC,"Gun Manufacturer, Importer",retail,N/A,"4006 E Linden St, Caldwell, ID 83605",Caldwell,Canyon,,true,,2,weekly,docs/canyon_county_gun_stores_only.csv,2025-08-18T23:40:42.159Z
ae0c70fb,Al's Pawn & Gun Inc,"Pawn Shop, Gun Store, FFL Dealer",retail,208-454-8038,"5602 Cleveland Blvd, Caldwell, ID 83607",Caldwell,Canyon,,true,,1,daily,docs/canyon_county_gun_stores_only.csv,2025-08-18T23:40:42.159Z
1857dd5b,Al's Sporting Goods,"Gun Store, FFL Dealer",retail,208-801-7494,"1301 N Milwaukee St, Boise, ID 83704",Boise,Ada,,true,,1,daily,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.153Z
6d8b2187,"Alexander, Elden Lane Sr & Jr","Gunsmith, FFL Dealer",retail,N/A,"2121 Misty Lane, Emmett, ID 83617",Emmett,Gem,,true,,2,weekly,docs/gem_county_gun_stores_only.csv,2025-08-18T23:40:42.160Z
34f3440e,Allterra Arms,"Gun Store, Gunsmith, FFL Dealer",retail,208-608-5179,"6898 Supply Way Ste 100, Boise, ID 83716",Boise,Ada,,true,,1,daily,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.155Z
a80f03b8,Alpha Omega Services LLC,"Gun Store, FFL Dealer",retail,208-465-3577,"2809 Garrity Blvd, Nampa, ID 83687",Nampa,Canyon,,true,,1,daily,docs/canyon_county_gun_stores_only.csv,2025-08-18T23:40:42.158Z
7e4534fc,Altanova Manufacturing Inc,Gun Manufacturer,retail,N/A,"530 N Broadmore Way, Nampa, ID 83687",Nampa,Canyon,,true,,2,weekly,docs/canyon_county_gun_stores_only.csv,2025-08-18T23:40:42.159Z
4824a48d,American Reserve Munitions LLC,Gun Manufacturer,retail,N/A,"3601 W Chinden Blvd, Boise, ID 83714",Boise,Ada,,true,,2,weekly,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.153Z
5fc90a95,American Upland/AUI,Gun Importer,retail,N/A,"2837 NW 11th Ave, Meridian, ID 83646",Meridian,Ada,,true,,2,weekly,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.157Z
d5da4271,AmmoSquared Inc,"Gun Store, Ammunition, Importer",retail,N/A,"3630 E Comstock Ave, Nampa, ID 83687",Nampa,Canyon,,true,,1,daily,docs/canyon_county_gun_stores_only.csv,2025-08-18T23:40:42.159Z
dc441e27,Arctic Summit Gunsmithing,Gunsmith,services,702-353-3928,"4323 S Chariot Way, Boise, ID 83709",Boise,Ada,,true,,1,daily,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.157Z
0a13eeb0,Armageddon Armory,"Gun Store, Gunsmith, FFL Dealer, Training",training,208-465-3577,"2809 Garrity Blvd, Nampa, ID 83687",Nampa,Canyon,armageddonarmory.com,true,,1,daily,docs/canyon_county_gun_stores_only.csv,2025-08-18T23:40:42.158Z
4cd86a24,Ashment Custom Coatings LLC,"Gun Manufacturer, Custom Services",retail,N/A,"614 N 39th St, Nampa, ID 83686",Nampa,Canyon,,true,,2,weekly,docs/canyon_county_gun_stores_only.csv,2025-08-18T23:40:42.159Z
c53a7e9b,Automatic Weapons Company,Gun Manufacturer,retail,208-938-2173,"15005 N McFarland Creek Rd #B, Boise, ID 83714",Boise,Ada,,true,,2,weekly,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.154Z
4f1bc467,"Averett, Brian C (Old Farts Gun Shop)","Gun Store, FFL Dealer",retail,208-467-7788,"408 1/2 E Carol St, Nampa, ID 83687",Nampa,Canyon,,true,,1,daily,docs/canyon_county_gun_stores_only.csv,2025-08-18T23:40:42.159Z
b5a0bca1,Aviation Specialties Unlimited Inc,"Gun Store, FFL Dealer",retail,208-426-8117,"4632 West Aeronca St, Boise, ID 83705",Boise,Ada,,true,,1,daily,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.155Z
c5967519,Axial Precision LLC,"Gun Store, Gunsmith",retail,208-608-5179,"Boise, ID",Boise,Ada,,true,,1,daily,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.155Z
2f990959,B D M,Gun Manufacturer,retail,2084651940,"21793 HIGHWAY 20/26, CALDWELL, ID",CALDWELL,Canyon,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
a9b5bd03,B H GUNS,"Gun Store, FFL Dealer",retail,2088635059,"6128 W FAIRVIEW AVE UNIT 1M-6, BOISE, ID",BOISE,Ada,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
e7c7e9f9,BADLANDS RIFLE COMPANY LLC,Gun Manufacturer,retail,5416403052,"291 E SHORE DR SUITE 120, EAGLE, ID",EAGLE,Ada,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
b004f72a,BARRELS O' FUN,FFL Dealer,retail,3605201668,"17463 N FLAGSTAFF WAY, NAMPA, ID",NAMPA,Canyon,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
2b444795,BARTON'S CUSTOM SHOP LLC,FFL Dealer,retail,2089394478,"10300 JANIE PL BLDG B, BOISE, ID",BOISE,Ada,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
aebbf2bc,BEAR CREEK FIREARMS LLC,"Gun Store, FFL Dealer",retail,2088718435,"13445 W WITTENBURG ST, BOISE, ID",BOISE,Ada,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
34877bf7,"BEEZERS, LLC",FFL Dealer,retail,2088679635,"3000 W STATE ST, BOISE, ID",BOISE,Ada,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
9fac9361,BENFIELD PRECISION LLC,Gun Manufacturer,retail,2084502665,"2120 JUBILEE LN, EMMETT, ID",EMMETT,Gem,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
c780509f,BENNETT MOUNTAIN OUTFITTERS,FFL Dealer,retail,2083520058,"1645 N CLARENDON WAY, EAGLE, ID",EAGLE,Ada,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
7d20ee04,BERESHITH COMPANY,FFL Dealer,retail,2087246114,"27730 CEMETERY RD, MIDDLETON, ID",MIDDLETON,Canyon,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
0f4e0dca,BGW LLC,"Gunsmith, FFL Dealer",retail,951-445-9819,"2228 Cortland Place, Nampa, ID 83687",Nampa,Canyon,,true,,1,daily,docs/canyon_county_gun_stores_only.csv,2025-08-18T23:40:42.159Z
40cc18e7,BI MART #614,FFL Dealer,retail,5413340681,"425 N 10TH AVE, CALDWELL, ID",CALDWELL,Canyon,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
03de8284,BI MART #688,FFL Dealer,retail,2082878986,"1277 E DEER FLAT RD, KUNA, ID",KUNA,Ada,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
ec91e607,BI-MART #628,FFL Dealer,retail,5413340681,"407 12TH AVENUE, NAMPA, ID",NAMPA,Canyon,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
7888e508,BI-MART #681,FFL Dealer,retail,2084775270,"179 WEST HIGHWAY 52, EMMETT, ID",EMMETT,Gem,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
fb3dbc94,BIG 5 SPORTING GOODS #279,FFL Dealer,retail,3105360611,"101 NORTH MILWAUKEE STREET, BOISE, ID",BOISE,Ada,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
f7819889,BIG 5 SPORTING GOODS #308,FFL Dealer,retail,3105360611,"1601 CALDWELL BLVD, NAMPA, ID",NAMPA,Canyon,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
21056e60,BIG 5 SPORTING GOODS #391,FFL Dealer,retail,3105360611,"6762 NORTH GLENWOOD ST, BOISE, ID",BOISE,Ada,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
263789f1,"BIG SKY INDUSTRIES, LLC",FFL Dealer,retail,8183128251,"12871 QUAIL RUN LN, CALDWELL, ID",CALDWELL,Canyon,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
81be518d,BIG VALLEY GUN AND PAWN LLC,"Gun Store, FFL Dealer",retail,2089416354,"7 W COLORADO AVE, HOMEDALE, ID",HOMEDALE,Unknown,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
b2434a9c,BIGHORN GUNSMITHING,"Gun Store, Gunsmith, FFL Dealer",retail,2082781159,"4110 HWY 30 W, NEW PLYMOUTH, ID",NEW PLYMOUTH,Unknown,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
9f2d4a19,BIMART #689,FFL Dealer,retail,2089725178,"11347 W STATE ST, STAR, ID",STAR,Ada,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
f807aa02,BISHOP DEFENSE LLC,Gun Manufacturer,retail,4086918312,"113 E IDAHO AVE, MERIDIAN, ID",MERIDIAN,Ada,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
4179213c,BJORALT FIREARMS,"Gun Store, FFL Dealer",retail,2085765534,"6489 E MONROE ST, NAMPA, ID",NAMPA,Canyon,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
cf5194af,BLAC-RAC MANUFACTURING INC,Gun Manufacturer,retail,2088559388,"274 N MAPLE GROVE RD, UNIT #104, BOISE, ID",BOISE,Ada,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
e80ef7dc,BLACK CANYON PRECISION,FFL Dealer,retail,2089630429,"780 CLIFFORD DR, EMMETT, ID",EMMETT,Gem,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
aeb04803,BLACK DOG SPORTS USA,FFL Dealer,retail,2085710179,"367 N SHADY GROVE CT, KUNA, ID",KUNA,Ada,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
84c91a4f,BLACK LABEL PRECISION,Gun Manufacturer,retail,5188608250,"10451 W  DAYLILY CT, STAR, ID",STAR,Ada,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
b03049ed,BLAZZARD FIREARMS,"Gun Store, FFL Dealer",retail,2087896430,"1208 E PENNSYLVANIA PL, NAMPA, ID",NAMPA,Canyon,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
75b38583,BLUE FALCON TACTICAL LLC,"Gun Store, FFL Dealer",retail,2084619387,"9393 WEST KUNA RD, KUNA, ID",KUNA,Ada,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
f785a28f,BOISE BLACK RIFLE INC,Gun Manufacturer,retail,2084503044,"1580 N STONEHENGE WAY # 102, MERIDIAN, ID",MERIDIAN,Ada,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
9e759a39,BOISE PAWN LLC,FFL Dealer,retail,8332647296,"6465 W FAIRVIEW AVE, BOISE, ID",BOISE,Ada,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
ff25d453,BOISE RIVER SALES LLC,FFL Dealer,retail,2089890008,"1346 N HICKORY, MERIDIAN, ID",MERIDIAN,Ada,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
cf1ab3e0,BOISE RIVER SALES LLC,FFL Dealer,retail,2084667400,"1110 E KARCHER RD, NAMPA, ID",NAMPA,Canyon,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
e0bceeb0,BOISE TACTICAL,"Gun Store, FFL Dealer",retail,2088602890,"440 N FIVE MILE RD, BOISE, ID",BOISE,Ada,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
5651d5ec,BOOMSTICK DEFENSE,FFL Dealer,retail,2088607824,"1858 W HAM RAPIDS ST, MERIDIAN, ID",MERIDIAN,Ada,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
2f7276e4,BOOTLEG INC,Gun Manufacturer,retail,2179797730,"1336 S CROOKED FENCE LANE, KUNA, ID",KUNA,Ada,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
a4d417db,BROOKSRIVER LLC,FFL Dealer,retail,2085857761,"2719 S CULPEPER AVE, BOISE, ID",BOISE,Ada,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
ef2c6e65,"BROWN DOGG, LLC",Gun Manufacturer,retail,2083223351,"11319 W. HOLLANDALE DR, BOISE, ID",BOISE,Ada,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
1e970e82,BUCKHORN GUN SHOP / BGS GUNS,"Gun Store, FFL Dealer",retail,2083772535,"6601 W USTICK RD, BOISE, ID",BOISE,Ada,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
3bffe6d8,BUL ARMS LLC,FFL Dealer,retail,2088699639,"409 S 8TH ST SUITE 211, BOISE, ID",BOISE,Ada,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
fa4bd4fe,"BULLOCK, WILLIAM",FFL Dealer,retail,2088667957,"30 N SUNSET ST, NAMPA, ID",NAMPA,Canyon,,True,,2,weekly,commercial_ffls_treasure_valley.csv,2025-08-20T00:00:00.000Z
