id,name,type,category,phone,address,city,county,website,verified,events,tier,refresh_frequency,source_file,last_updated
7d134bfc,"Boise Gun Company Inc","Gun Store, Gunsmith, FFL Dealer",retail,208-376-4440,"4105 Adams St, Garden City, ID 83714",Garden City,Ada,boisegun.com,true,,2,weekly,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.155Z
0071026e,"Combat Sport Supply","Gun Store, Sporting Goods",retail,208-336-1927,"208 E 37th St #10, Garden City, ID 83714",Garden City,Ada,,true,,2,weekly,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.155Z
c72e7ea8,"Gem State Guns LLC","Gun Store, FFL Dealer",retail,208-724-1851,"Boise, ID 83705",Boise,Ada,,true,,1,daily,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.155Z
ed3ade5e,"Walker Tactical Firearms LLC","Gun Store, FFL Dealer",retail,208-869-1508,"1547 S Boulder View Ln, Boise, ID 83712",Boise,Ada,,true,,1,daily,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.155Z
6a19ccd6,"Idaho Surplus Sales","Gun Store, FFL Dealer",retail,N/A,"Boise, ID 83709",Boise,Ada,,true,,1,daily,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.155Z
587026cf,"Tactical Solutions Inc","Gun Manufacturer, Gun Store",retail,208-333-9901,"2181 Commerce Ave, Boise, ID 83705",Boise,Ada,,true,,1,daily,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.155Z
77d61430,"Overland Armament Inc","Gun Store, FFL Dealer",retail,208-672-0558,"7103 W Overland Rd, Boise, ID 83709",Boise,Ada,,true,,1,daily,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.155Z
4063018f,"Primary Weapons Systems","Gun Manufacturer",retail,208-344-5217,"255 N Steelhead Way, Boise, ID 83704",Boise,Ada,,true,,2,weekly,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.155Z
3f0cd9f4,"Double Tapp LLC","Gun Store, Private Range, FFL Dealer",ranges,208-559-3337,"10512 W Treeline St, Boise, ID 83704",Boise,Ada,doubletappboise.com,true,,1,daily,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.155Z
ca07002e,"Stockpile Defense LLC","Gun Store, Gunsmith, FFL Dealer",retail,208-322-4867,"10178 W Fairview Ave, Boise, ID 83704",Boise,Ada,,true,,1,daily,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.156Z
0a5b7261,"Highland Munitions LLC","Gun Store, FFL Dealer",retail,N/A,"7676 S Mistyglen Ave, Boise, ID 83709",Boise,Ada,,true,,1,daily,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.156Z
a7f24d9b,"Cabela's Boise","Gun Store, Sporting Goods",retail,208-672-7900,"8109 W Franklin Rd, Boise, ID 83709",Boise,Ada,stores.cabelas.com,true,,1,daily,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.156Z
23449312,"Sportsman's Warehouse #103","Gun Store, Sporting Goods",retail,208-672-7900,"8109 W Franklin Rd, Boise, ID 83709",Boise,Ada,sportsmans.com,true,,1,daily,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.156Z
e1eaab44,"Big 5 Sporting Goods #279","Gun Store, Sporting Goods",retail,310-536-0611,"101 N Milwaukee St, Boise, ID 83704",Boise,Ada,big5sportinggoods.com,true,,1,daily,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.156Z
f3270cef,"Big 5 Sporting Goods #391","Gun Store, Sporting Goods",retail,310-536-0611,"6762 N Glenwood St, Boise, ID 83714",Boise,Ada,big5sportinggoods.com,true,,1,daily,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.156Z
ef4f3926,"Pawn 1 Inc","Pawn Shop, Firearms",retail,509-487-8888,"11405 W Fairview, Boise, ID 83713",Boise,Ada,,true,,2,weekly,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.156Z
d69450e3,"Boise Pawn","Pawn Shop, Firearms",retail,833-264-7296,"6465 W Fairview Ave, Boise, ID 83704",Boise,Ada,,true,,2,weekly,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.156Z
bffe8290,"Robertson Firearm Services","Gunsmith, FFL Dealer",retail,208-859-0756,"5909 W Poplar Cir, Boise, ID 83704",Boise,Ada,,true,,1,daily,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.157Z
e5577592,"Defense Materials Company LLC","Gunsmith, FFL Dealer",retail,208-546-9463,"4910 W Denton St, Boise, ID 83704",Boise,Ada,,true,,1,daily,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.157Z
7f94df03,"Barton's Custom Shop","Gunsmith",services,208-939-4478,"10300 Janie Pl Bldg B, Boise, ID 83714",Boise,Ada,,true,,1,daily,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.157Z
cd5794f4,"Bear Creek Firearms","Gun Store, FFL Dealer",retail,208-871-8435,"9684 W Shelborne Dr, Boise, ID 83709",Boise,Ada,,true,,1,daily,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.157Z
65d9aded,"Old Arms of Idaho","Gun Store, Gunsmith, FFL Dealer",retail,208-602-6027,"6128 Fairview Ave, Boise, ID 83704",Boise,Ada,oldarmsofidaho.com,true,,1,daily,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.157Z
0696afd4,"ATS Sales","Gun Store, FFL Dealer",retail,208-286-2013,"3374 S Ashbury Pl, Boise, ID 83706",Boise,Ada,,true,,1,daily,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.157Z
dc441e27,"Arctic Summit Gunsmithing","Gunsmith",services,702-353-3928,"4323 S Chariot Way, Boise, ID 83709",Boise,Ada,,true,,1,daily,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.157Z
5c7c524b,"2A Armament","Gun Store, FFL Dealer",retail,208-461-1213,"7545 S Eisenman Rd, Boise, ID 83716",Boise,Ada,,true,,1,daily,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.157Z
64058b36,"6B Enterprises","Gun Store, FFL Dealer",retail,208-515-4848,"15 Janet Dr, Boise, ID 83716",Boise,Ada,,true,,1,daily,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.157Z
9c170821,"Blac-Rac Manufacturing","Gun Manufacturer",retail,208-855-9388,"274 N Maple Grove Rd #104, Boise, ID 83704",Boise,Ada,,true,,2,weekly,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.157Z
966cdb17,"Brown Dogg LLC","Gun Store, FFL Dealer",retail,N/A,"11319 W Hollandale Dr, Boise, ID 83709",Boise,Ada,,true,,1,daily,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.157Z
cebeedba,"Shop Black Rifle","Gun Store, Online Retailer",retail,208-450-3044,"Boise Area",Boise,Ada,shopblackrifle.com,true,,1,daily,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.157Z
342b38d1,"Independence Indoor Shooting","Gun Store, Indoor Range, Gunsmith, Training",ranges,208-576-4867,"2749 E Gala St, Meridian, ID 83642",Meridian,Ada,iishooting.com,true,,1,daily,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.157Z
735ebf52,"Sportsman's Warehouse #104","Gun Store, Sporting Goods",retail,208-884-3000,"3797 E Fairview Ave, Meridian, ID 83642",Meridian,Ada,sportsmans.com,true,,1,daily,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.157Z
090d005e,"HawkTech Arms","Gun Store, Gunsmith, FFL Dealer",retail,208-898-5848,"3131 E Lanark St, Meridian, ID 83642",Meridian,Ada,hawktecharms.com,true,,1,daily,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.157Z
4a9c54c9,"Idaho Arms & Ammo","Gun Store, Gunsmith, FFL Dealer",retail,208-809-0939,"519 E Fairview Ave #300, Meridian, ID 83642",Meridian,Ada,idahoarmsammo.com,true,,1,daily,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.157Z
ddbd6b12,"3S Gun Sales","Gun Store, FFL Dealer",retail,N/A,"5131 N Fox Run Way, Meridian, ID 83646",Meridian,Ada,,true,,1,daily,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.157Z
a86d639b,"66 Productions LLC","Gun Manufacturer",retail,N/A,"5034 N Baylor Lane, Meridian, ID 83646",Meridian,Ada,,true,,2,weekly,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.157Z
7c608f7e,"Lost Coast Tactical","Gun Manufacturer",retail,N/A,"1945 W Hendricks Ct, Meridian, ID 83646",Meridian,Ada,,true,,2,weekly,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.157Z
5fc90a95,"American Upland/AUI","Gun Importer",retail,N/A,"2837 NW 11th Ave, Meridian, ID 83646",Meridian,Ada,,true,,2,weekly,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.157Z
de97ba2f,"Rays Guns & Ammo","Gun Store, FFL Dealer",retail,N/A,"1969 W Red Feather Way, Meridian, ID 83646",Meridian,Ada,,true,,1,daily,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.157Z
be9f1a1b,"Koda Defense & Arms","Gun Store, FFL Dealer",retail,N/A,"1033 W Fairwood Ct, Meridian, ID 83646",Meridian,Ada,,true,,1,daily,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.157Z
88f53e37,"Idaho Pawn & Gold, Sam's Locker","Pawn Shop, Firearms",retail,N/A,"451 N Main St, Meridian, ID 83642",Meridian,Ada,,true,,2,weekly,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.157Z
9c7c9348,"Burns Custom Pistols","Gun Store, Gunsmith, FFL Dealer",retail,N/A,"5377 South Ten Mile Road, Meridian, ID 83642",Meridian,Ada,,true,,1,daily,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.157Z
3d146ea2,"Carter, Jon","Gun Store, FFL Dealer",retail,N/A,"1065 W River Heights Dr, Meridian, ID 83646",Meridian,Ada,,true,,1,daily,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.157Z
ba876446,"Scheels All Sports Inc","Gun Store, Sporting Goods",retail,N/A,"700 S Wayfinder Ave, Meridian, ID 83642",Meridian,Ada,scheels.com,true,,1,daily,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.157Z
efcb3fff,"Sierra Tactical & Gunsmithing","Gun Store, Gunsmith, FFL Dealer",retail,N/A,"2624 E Lawton Drive, Meridian, ID 83642",Meridian,Ada,,true,,1,daily,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.157Z
67b3bf5f,"Silverline Films LLC","Gun Store, FFL Dealer",retail,N/A,"3978 W Aspen Creek Ct, Meridian, ID 83642",Meridian,Ada,,true,,1,daily,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.157Z
1622a5fe,"Gemtech","Gun Manufacturer, Suppressor Specialist",retail,208-939-7222,"3750 E Pewter Falls St #100, Meridian, ID 83642",Meridian,Ada,,true,,2,weekly,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.157Z
7d8566cc,"Benny's Pawn Inc","Pawn Shop, Firearms",retail,208-846-9027,"Meridian, ID",Meridian,Ada,,true,,2,weekly,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.157Z
f28e89b1,"Crossfire Elite LLC","Gun Store, FFL Dealer",retail,208-461-8888,"Meridian, ID",Meridian,Ada,,true,,1,daily,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.157Z
ce3ec34a,"Venom Tactical LLC","Gunsmith",services,N/A,"1728 E Deerhill Dr, Meridian, ID 83642",Meridian,Ada,,true,,1,daily,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.157Z
44183124,"Activity Investments LLC","Gun Manufacturer",retail,N/A,"10183 West Wyatt Earp Drive, Star, ID 83669",Star,Ada,,true,,3,monthly,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.157Z
86b36e52,"Bi-Mart #689","Gun Store, Sporting Goods",retail,N/A,"11347 W State St, Star, ID 83669",Star,Ada,,true,,2,weekly,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.157Z
d71c2f85,"Black Label Precision","Gun Manufacturer",retail,N/A,"10451 W Daylily Ct, Star, ID 83669",Star,Ada,,true,,3,monthly,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.157Z
95cd11d6,"Jon's Guns","Gun Store, FFL Dealer",retail,N/A,"936 N Glen Aspen Way, Star, ID 83669",Star,Ada,,true,,2,weekly,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.157Z
b4bfbbda,"Eagle Gun Company","Gun Store, FFL Dealer",retail,N/A,"10539 W Thimbleberry Dr, Star, ID 83669",Star,Ada,,true,,2,weekly,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.158Z
92c07278,"Lord Rockwell LLC","Gun Manufacturer",retail,N/A,"1672 N Watershed Ave, Star, ID 83669",Star,Ada,,true,,3,monthly,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.158Z
29dd2bf5,"MRM LLC","Gun Importer",retail,N/A,"12525 Aliso Creek St, Star, ID 83669",Star,Ada,,true,,3,monthly,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.158Z
d660f877,"Patriot Pawn & Gun LLC","Pawn Shop, Firearms, FFL Dealer",retail,208-286-7300,"1977 N Willow Glen Place, Star, ID 83669",Star,Ada,patriotpawnandgun.com,true,,2,weekly,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.158Z
2b45fab2,"Ridley's Family Markets","Gun Store, Grocery Store",retail,N/A,"145 So Plummer Way, Star, ID 83669",Star,Ada,,true,,2,weekly,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.158Z
7a669933,"Solar Tactical","Gun Manufacturer",retail,N/A,"7396 Highway 44, Star, ID 83669",Star,Ada,,true,,3,monthly,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.158Z
b5787b96,"Youngs Firearms","Gun Store, FFL Dealer",retail,N/A,"324 S Winslow Bay Way, Star, ID 83669",Star,Ada,,true,,2,weekly,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.158Z
174397e2,"208 Precision","Gunsmith, FFL Dealer",retail,208-571-2243,"9019 N Broadwood Ln, Eagle, ID 83616",Eagle,Ada,,true,,2,weekly,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.158Z
3af62c18,"Tiger Defense","Gun Store, FFL Dealer",retail,N/A,"36 Echohawk Ln, Suite 102, Eagle, ID 83616",Eagle,Ada,tigerdefenseinc.com,true,,2,weekly,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.158Z
28aaf37a,"Orion Armament","Gun Store, Gunsmith, FFL Dealer",retail,208-369-9671,"247 N Kay Ave, Kuna, ID 83634",Kuna,Ada,,true,,2,weekly,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.158Z
f0b587e4,"208 Gun Shop","Gun Store, Online Retailer",retail,N/A,"Idaho Operations",Idaho,Ada,208gunshop.com,true,,2,weekly,docs/ada_county_gun_stores_comprehensive.csv,2025-08-18T23:40:42.158Z
0a13eeb0,"Armageddon Armory","Gun Store, Gunsmith, FFL Dealer, Training",training,208-465-3577,"2809 Garrity Blvd, Nampa, ID 83687",Nampa,Canyon,armageddonarmory.com,true,,1,daily,docs/canyon_county_gun_stores_only.csv,2025-08-18T23:40:42.158Z
a80f03b8,"Alpha Omega Services LLC","Gun Store, FFL Dealer",retail,208-465-3577,"2809 Garrity Blvd, Nampa, ID 83687",Nampa,Canyon,,true,,1,daily,docs/canyon_county_gun_stores_only.csv,2025-08-18T23:40:42.158Z
1e1a5de6,"Elite Rifle Works LLP","Gun Store, Gunsmith, FFL Dealer",retail,208-465-8039,"6045 Deer Flat Road, Nampa, ID 83686",Nampa,Canyon,eliterifleworks.com,true,,1,daily,docs/canyon_county_gun_stores_only.csv,2025-08-18T23:40:42.158Z
c54a3850,"Larry's Sporting Goods","Gun Store, Sporting Goods, FFL Dealer",retail,208-467-9201,"704 2nd St S, Nampa, ID 83651",Nampa,Canyon,larryssg.com,true,,1,daily,docs/canyon_county_gun_stores_only.csv,2025-08-18T23:40:42.158Z
8c408faa,"Nemo Arms","Gun Manufacturer, FFL Dealer",retail,208-442-4308,"1906 Smeed Pkwy, Caldwell, ID 83605",Nampa,Canyon,,true,,1,daily,docs/canyon_county_gun_stores_only.csv,2025-08-18T23:40:42.158Z
e4208d47,"Nemo Arms Inc","Gun Manufacturer, FFL Dealer",retail,208-467-6366,"1906 Smeed Pkwy, Caldwell, ID 83605",Nampa,Canyon,,true,,1,daily,docs/canyon_county_gun_stores_only.csv,2025-08-18T23:40:42.158Z
70d0a0af,"RK Gunsmithing","Gunsmith, Gun Store, FFL Dealer",retail,208-467-3075,"201 N Kings Rd Ste 101, Nampa, ID 83687",Nampa,Canyon,,true,,1,daily,docs/canyon_county_gun_stores_only.csv,2025-08-18T23:40:42.158Z
b903f802,"Tiffany Guns Zebra 12","Gun Store, FFL Dealer",retail,208-461-6911,"Nampa, ID",Nampa,Canyon,,true,,1,daily,docs/canyon_county_gun_stores_only.csv,2025-08-18T23:40:42.158Z
6f68212b,"Sportsman's Warehouse #224","Gun Store, Sporting Goods",retail,208-468-7600,"16865 N Market Place Blvd, Nampa, ID 83687",Nampa,Canyon,sportsmans.com,true,,1,daily,docs/canyon_county_gun_stores_only.csv,2025-08-18T23:40:42.158Z
5b383386,"D&B Supply","Gun Store, Sporting Goods, FFL Dealer",retail,N/A,"3200 12th Ave Rd, Nampa, ID 83686",Nampa,Canyon,dbsupply.com,true,,1,daily,docs/canyon_county_gun_stores_only.csv,2025-08-18T23:40:42.158Z
9ee0ad1b,"Big 5 Sporting Goods #308","Gun Store, Sporting Goods",retail,310-536-0611,"1601 Caldwell Blvd, Nampa, ID 83651",Nampa,Canyon,big5sportinggoods.com,true,,1,daily,docs/canyon_county_gun_stores_only.csv,2025-08-18T23:40:42.158Z
9d582c62,"Faith Outdoors LLC","Gun Store, FFL Dealer",retail,N/A,"2200 Cortland Pl, Nampa, ID 83687",Nampa,Canyon,,true,,1,daily,docs/canyon_county_gun_stores_only.csv,2025-08-18T23:40:42.158Z
cc2c0b06,"Idaho Gun & Outdoors","Gun Store, FFL Dealer",retail,N/A,"16188 N Merchant Way, Nampa, ID 83687",Nampa,Canyon,,true,,1,daily,docs/canyon_county_gun_stores_only.csv,2025-08-18T23:40:42.158Z
3c636707,"Accura Outdoors","Gun Store, Manufacturer",retail,N/A,"2316 E Railroad St, Nampa, ID 83687",Nampa,Canyon,,true,,1,daily,docs/canyon_county_gun_stores_only.csv,2025-08-18T23:40:42.158Z
41c29eb0,"Vista Pawn Nampa","Pawn Shop, Firearms",retail,N/A,"130 Caldwell Blvd, Nampa, ID 83651",Nampa,Canyon,,true,,2,weekly,docs/canyon_county_gun_stores_only.csv,2025-08-18T23:40:42.158Z
ed44414b,"Snake River Rifleworks","Gun Store, Gunsmith, FFL Dealer",retail,N/A,"13930 S Piano Ave, Nampa, ID 83651",Nampa,Canyon,,true,,1,daily,docs/canyon_county_gun_stores_only.csv,2025-08-18T23:40:42.158Z
c44ca422,"Lucky Shot Ammunition & Guns LLC","Gun Store, Ammunition, FFL Dealer",retail,N/A,"801 W Peirsol St, Nampa, ID 83686",Nampa,Canyon,,true,,1,daily,docs/canyon_county_gun_stores_only.csv,2025-08-18T23:40:42.158Z
1ba70a12,"Northwest Gun Supply","Gun Store, Manufacturer, AK Specialist",retail,208-505-0130,"12338 Ranchview Dr, Nampa, ID 83686",Nampa,Canyon,northwestgunsupply.com,true,,1,daily,docs/canyon_county_gun_stores_only.csv,2025-08-18T23:40:42.158Z
ce7fac1e,"Blazzard Firearms","Gun Store, FFL Dealer",retail,208-789-6430,"1208 E Pennsylvania Pl, Nampa, ID 83686",Nampa,Canyon,,true,,1,daily,docs/canyon_county_gun_stores_only.csv,2025-08-18T23:40:42.158Z
0f648720,"Canyon County Precisions LLC","Gun Store, FFL Dealer",retail,208-697-6167,"647 Teton Dr, Nampa, ID 83686",Nampa,Canyon,,true,,1,daily,docs/canyon_county_gun_stores_only.csv,2025-08-18T23:40:42.158Z
06e849c7,"R2ARM","Gun Store, FFL Dealer",retail,N/A,"16760 Idaho Center Blvd, Nampa, ID 83687",Nampa,Canyon,,true,,1,daily,docs/canyon_county_gun_stores_only.csv,2025-08-18T23:40:42.158Z
1c268a9b,"Caracal USA","Gun Manufacturer",retail,N/A,"8600 Birch Lane Suite 100, Nampa, ID 83687",Nampa,Canyon,,true,,2,weekly,docs/canyon_county_gun_stores_only.csv,2025-08-18T23:40:42.158Z
c12bd6df,"Ken's Pawn & Jewelry","Pawn Shop, Firearms",retail,N/A,"608 12th Ave S, Nampa, ID 83651",Nampa,Canyon,kenspawn.com,true,,2,weekly,docs/canyon_county_gun_stores_only.csv,2025-08-18T23:40:42.158Z
8b4c4927,"Reflex Tactical Idaho","Gun Store",retail,N/A,"824 12th Ave S, Nampa, ID 83651",Nampa,Canyon,reflextacticalidaho.com,true,,1,daily,docs/canyon_county_gun_stores_only.csv,2025-08-18T23:40:42.159Z
6932cc65,"208 Gun Shop","Gun Store",retail,N/A,"Nampa, ID",Nampa,Canyon,208gunshop.com,true,,1,daily,docs/canyon_county_gun_stores_only.csv,2025-08-18T23:40:42.159Z
7f5919d3,"Idaho Air Gun","Air Gun Store, Specialty Firearms",retail,N/A,"Nampa, ID",Nampa,Canyon,idahoairgun.com,true,,2,weekly,docs/canyon_county_gun_stores_only.csv,2025-08-18T23:40:42.159Z
0f4e0dca,"BGW LLC","Gunsmith, FFL Dealer",retail,951-445-9819,"2228 Cortland Place, Nampa, ID 83687",Nampa,Canyon,,true,,1,daily,docs/canyon_county_gun_stores_only.csv,2025-08-18T23:40:42.159Z
bc0a682c,"ATI-Adaptive Technologies Inc","Gun Manufacturer",retail,N/A,"1910 E Karcher Rd, Nampa, ID 83687",Nampa,Canyon,,true,,2,weekly,docs/canyon_county_gun_stores_only.csv,2025-08-18T23:40:42.159Z
4cd86a24,"Ashment Custom Coatings LLC","Gun Manufacturer, Custom Services",retail,N/A,"614 N 39th St, Nampa, ID 83686",Nampa,Canyon,,true,,2,weekly,docs/canyon_county_gun_stores_only.csv,2025-08-18T23:40:42.159Z
7e4534fc,"Altanova Manufacturing Inc","Gun Manufacturer",retail,N/A,"530 N Broadmore Way, Nampa, ID 83687",Nampa,Canyon,,true,,2,weekly,docs/canyon_county_gun_stores_only.csv,2025-08-18T23:40:42.159Z
d5da4271,"AmmoSquared Inc","Gun Store, Ammunition, Importer",retail,N/A,"3630 E Comstock Ave, Nampa, ID 83687",Nampa,Canyon,,true,,1,daily,docs/canyon_county_gun_stores_only.csv,2025-08-18T23:40:42.159Z
